,0,1,2,3,4
0,0.9330683350563049,0.024776458740234375,0.013157413341104984,0.015556936152279377,0.013440919108688831
1,0.0,0.8565841913223267,0.10472916066646576,0.015558388084173203,0.01344186719506979
2,0.7488410472869873,0.02477668970823288,0.1973421722650528,0.015556972473859787,0.01348310150206089
3,0.013396881520748138,0.16166424751281738,0.7848227024078369,0.021517343819141388,0.018598852679133415
4,0.011880013160407543,0.9363899230957031,0.01613815315067768,0.019081471487879753,0.016510428860783577
5,0.0,0.024778829887509346,0.936536431312561,0.015557481907308102,0.013441283255815506
6,0.0,0.6318429708480835,0.013157779350876808,0.015615384094417095,0.3296979069709778
7,0.01067156158387661,0.9428473711013794,0.014495830982923508,0.017139406874775887,0.014845757745206356
8,0.0,0.025171823799610138,0.013169314712285995,0.01555668469518423,0.9364164471626282
9,0.9330683350563049,0.024776462465524673,0.013157413341104984,0.015556936152279377,0.013440919108688831
10,0.0,0.8565844893455505,0.10472893714904785,0.015558389015495777,0.013441868126392365
11,0.7488410472869873,0.02477668970823288,0.19734220206737518,0.015556972473859787,0.013483093120157719
12,0.013396882452070713,0.16166424751281738,0.7848227024078369,0.021517343819141388,0.018598847091197968
13,0.011880013160407543,0.9363898038864136,0.01613815315067768,0.019081471487879753,0.016510577872395515
14,0.0,0.024778828024864197,0.936536431312561,0.015557480975985527,0.013441281393170357
15,0.0,0.6318444013595581,0.013157778419554234,0.015615314245223999,0.3296964168548584
16,0.010671563446521759,0.9428470730781555,0.014495833776891232,0.017139410600066185,0.01484614610671997
17,0.0,0.025172820314764977,0.013169316574931145,0.015556685626506805,0.936415433883667
18,0.0,0.8558333516120911,0.10548138618469238,0.015557724051177502,0.01344141736626625
19,0.0,0.024780409410595894,0.2910265326499939,0.6610524654388428,0.013454429805278778
20,0.0,0.9481435418128967,0.013157223351299763,0.015556640923023224,0.01345652062445879
21,0.0,0.4325101375579834,0.013158205896615982,0.01555816549807787,0.5290860533714294
22,0.9064038395881653,0.03528853505849838,0.018198847770690918,0.02151782624423504,0.018590984866023064
23,0.0,0.02734334208071232,0.013157298788428307,0.015556754544377327,0.9342568516731262
24,0.6562986969947815,0.30151432752609253,0.013157789595425129,0.01555750984698534,0.013471699319779873
25,0.017993051558732986,0.04602617770433426,0.024442099034786224,0.8865352272987366,0.025003453716635704
26,0.0,0.1964176744222641,0.10539846867322922,0.1171373724937439,0.5713604688644409
27,0.9330682754516602,0.024776464328169823,0.013157414272427559,0.015556937083601952,0.013440920040011406
28,0.0,0.8565844893455505,0.10472889244556427,0.015558388084173203,0.01344186719506979
29,0.748841404914856,0.02477668784558773,0.19734013080596924,0.015556971542537212,0.013484742492437363
30,0.013396882452070713,0.16166426241397858,0.7848227024078369,0.021517343819141388,0.018598848953843117
31,0.011880013160407543,0.9363899230957031,0.01613815315067768,0.019081471487879753,0.016510462388396263
32,0.0,0.024778828024864197,0.936536431312561,0.015557480975985527,0.013441281393170357
33,0.010671562515199184,0.942846417427063,0.014495831914246082,0.017139408737421036,0.014846771955490112
